,Airline,Source,Destination,Total_Stops,Additional_Info,Price,Day,Month,Year,Arrival_hour,Arrival_minutes,Dept_hour,Dept_minutes,Duration_minutes
8629,IndiGo,Delhi,Cochin,1,No info,5684,27,6,2019,1,30,17,30,480
4693,IndiGo,Delhi,Cochin,1,No info,8330,9,5,2019,1,30,17,30,480
1858,Air India,Delhi,Cochin,2,No info,13381,3,6,2019,7,40,6,50,1490
5580,Air India,Delhi,Cochin,1,No info,8372,27,6,2019,19,15,13,0,375
9975,Multiple carriers,Delhi,Cochin,1,No info,16108,15,6,2019,19,15,11,30,465
6282,SpiceJet,Banglore,Delhi,0,No info,4991,3,5,2019,0,5,21,10,175
6037,Air India,Banglore,New Delhi,1,No info,11003,3,3,2019,11,20,10,30,1490
8034,Jet Airways,Delhi,Cochin,2,No info,13014,15,6,2019,12,35,9,40,1615
9656,Air India,Delhi,Cochin,2,No info,13381,9,6,2019,19,15,20,15,1380
425,Jet Airways,Delhi,Cochin,1,No info,14714,6,6,2019,19,0,9,0,600
9257,IndiGo,Kolkata,Banglore,0,No info,4148,12,3,2019,0,5,21,25,160
4802,IndiGo,Delhi,Cochin,1,No info,5733,27,3,2019,7,45,2,0,345
228,SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965,21,5,2019,7,15,5,45,90
8909,Jet Airways,Kolkata,Banglore,1,No info,14571,6,6,2019,18,15,8,25,590
2741,SpiceJet,Chennai,Kolkata,0,No info,3597,27,6,2019,12,0,9,45,135
9148,Air India,Mumbai,Hyderabad,1,No info,10943,12,3,2019,19,25,21,0,1345
10160,Jet Airways Business,Banglore,New Delhi,1,Business class,57209,1,3,2019,14,25,9,45,280
2921,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,5608,9,5,2019,17,35,10,20,435
8827,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,24,6,2019,19,40,17,10,150
3653,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,27,5,2019,11,25,9,0,145
6323,Multiple carriers,Delhi,Cochin,1,No info,13727,18,5,2019,21,0,8,0,780
1128,Vistara,Delhi,Cochin,0,No info,6216,12,6,2019,17,50,14,40,190
5601,IndiGo,Delhi,Cochin,0,No info,4729,3,4,2019,8,50,5,35,195
7822,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,6,4,2019,0,40,22,20,140
2208,IndiGo,Chennai,Kolkata,0,No info,6297,9,3,2019,0,25,22,5,140
5544,Multiple carriers,Delhi,Cochin,1,No info,11667,21,3,2019,18,50,9,0,590
9317,IndiGo,Mumbai,Hyderabad,0,No info,2227,21,5,2019,22,50,21,20,90
4734,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,12,5,2019,12,0,16,30,1170
3153,SpiceJet,Kolkata,Banglore,0,No info,3873,12,4,2019,11,25,9,0,145
4894,IndiGo,Banglore,Delhi,0,No info,3943,27,6,2019,2,20,23,30,170
9074,Jet Airways,Banglore,Delhi,0,In-flight meal not included,6478,12,6,2019,8,45,6,0,165
6859,IndiGo,Kolkata,Banglore,0,No info,4804,1,6,2019,7,15,4,40,155
10047,Air India,Banglore,New Delhi,1,No info,6383,21,3,2019,11,20,10,30,1490
2374,IndiGo,Mumbai,Hyderabad,0,No info,4049,15,6,2019,7,55,6,25,90
1632,Air Asia,Banglore,Delhi,0,No info,4483,24,5,2019,2,45,23,55,170
5333,Air Asia,Delhi,Cochin,1,No info,8759,6,6,2019,13,25,7,55,330
2298,Air India,Kolkata,Banglore,2,No info,13243,18,5,2019,1,20,7,0,1100
8145,Air Asia,Kolkata,Banglore,0,No info,3807,9,5,2019,1,20,22,50,150
4303,Jet Airways,Banglore,New Delhi,1,No info,11297,12,3,2019,12,20,5,50,390
7396,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,24,5,2019,12,0,16,30,1170
7850,Air India,Delhi,Cochin,2,No info,12199,27,6,2019,19,15,17,15,1560
4610,Air India,Mumbai,Hyderabad,2,No info,14219,6,3,2019,11,55,6,0,1795
4623,Air India,Delhi,Cochin,2,No info,12497,3,3,2019,19,15,21,30,1305
6084,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,1,4,2019,11,25,9,0,145
7399,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,13502,3,3,2019,5,5,8,0,1265
9703,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,15,6,2019,4,25,14,0,865
4442,Jet Airways,Kolkata,Banglore,1,No info,13626,12,6,2019,23,35,16,30,425
7442,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,6,6,2019,16,20,8,25,475
7441,SpiceJet,Kolkata,Banglore,0,No info,3873,3,4,2019,11,25,9,0,145
9364,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10031,24,3,2019,22,35,21,10,1525
6790,Multiple carriers,Delhi,Cochin,1,No info,13377,1,6,2019,1,30,10,0,930
2550,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,12384,18,5,2019,19,10,9,35,575
4665,Multiple carriers,Delhi,Cochin,1,No info,9627,21,5,2019,19,0,9,15,585
938,Jet Airways,Delhi,Cochin,2,No info,14237,6,6,2019,4,25,18,25,600
7525,Jet Airways,Delhi,Cochin,2,No info,20747,3,3,2019,4,25,18,20,2045
9278,Air India,Delhi,Cochin,1,No info,7480,3,6,2019,9,25,20,40,765
9947,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,9,6,2019,16,20,18,55,1285
10174,Jet Airways,Delhi,Cochin,1,No info,14714,6,6,2019,19,0,2,15,1005
2644,Jet Airways,Delhi,Cochin,2,No info,13014,12,6,2019,4,25,5,30,1375
3165,IndiGo,Chennai,Kolkata,0,No info,3597,1,5,2019,17,5,14,45,140
3639,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,6,5,2019,8,15,20,0,735
2061,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,24,5,2019,19,40,17,10,150
6092,Air India,Delhi,Cochin,0,No info,4729,27,3,2019,8,0,5,10,170
2812,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,8565,21,3,2019,1,35,10,0,935
9981,Jet Airways,Delhi,Cochin,1,No info,12767,21,3,2019,18,50,8,0,650
9038,Jet Airways,Delhi,Cochin,2,No info,17072,6,3,2019,4,25,17,55,2070
9415,Jet Airways,Banglore,Delhi,0,No info,7229,15,4,2019,20,45,17,45,180
2549,Jet Airways,Banglore,New Delhi,1,No info,13817,12,3,2019,9,30,21,25,725
10231,SpiceJet,Kolkata,Banglore,1,No info,8479,1,5,2019,18,50,11,35,435
5328,IndiGo,Mumbai,Hyderabad,0,No info,16000,1,3,2019,4,0,2,30,90
4730,Jet Airways,Banglore,New Delhi,1,No info,9623,15,3,2019,12,20,5,50,390
4174,IndiGo,Kolkata,Banglore,0,No info,4804,9,5,2019,12,20,9,35,165
9156,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,21,5,2019,12,0,21,10,890
1024,Air India,Delhi,Cochin,2,No info,10231,21,5,2019,19,15,22,0,1275
4420,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,21,5,2019,18,15,6,30,705
5956,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,6093,15,6,2019,22,30,7,10,920
1951,Jet Airways,Banglore,Delhi,0,No info,7229,1,4,2019,20,45,17,45,180
7393,IndiGo,Kolkata,Banglore,1,No info,4226,1,5,2019,10,20,6,20,240
351,IndiGo,Delhi,Cochin,1,No info,6496,15,5,2019,10,5,5,10,295
6427,Jet Airways,Kolkata,Banglore,1,No info,14151,18,5,2019,9,45,17,0,1005
3662,Air India,Kolkata,Banglore,2,No info,12592,9,5,2019,13,45,9,25,1700
8530,Jet Airways,Delhi,Cochin,2,No info,13014,15,6,2019,19,0,9,40,560
4448,IndiGo,Kolkata,Banglore,0,No info,4174,6,4,2019,0,50,22,15,155
3150,Multiple carriers,Delhi,Cochin,1,No info,6637,27,3,2019,21,0,12,50,490
8483,Vistara Premium economy,Banglore,Delhi,0,No info,5969,6,4,2019,14,20,11,30,170
4453,Air India,Kolkata,Banglore,2,No info,12592,12,5,2019,13,45,9,25,1700
6686,Vistara,Kolkata,Banglore,1,No info,8662,6,5,2019,10,45,17,0,1065
2939,Jet Airways,Delhi,Cochin,1,No info,14714,24,6,2019,4,25,22,50,335
1340,Jet Airways,Delhi,Cochin,1,In-flight meal not included,14053,9,3,2019,18,50,19,15,1415
9806,Multiple carriers,Delhi,Cochin,1,No info,8099,9,5,2019,19,15,8,30,645
8272,Jet Airways,Delhi,Cochin,2,No info,13775,24,6,2019,4,25,18,20,605
7134,Jet Airways,Delhi,Cochin,1,No info,14714,3,6,2019,4,25,20,55,450
10144,Air India,Delhi,Cochin,2,No info,9925,9,5,2019,9,25,9,45,1420
8107,Multiple carriers,Delhi,Cochin,1,No info,11098,21,3,2019,18,50,4,45,845
4851,IndiGo,Chennai,Kolkata,0,No info,3850,18,5,2019,18,25,15,40,165
1583,Jet Airways,Banglore,Delhi,0,No info,7229,24,4,2019,10,10,7,10,180
1412,Jet Airways,Banglore,New Delhi,1,No info,16736,6,3,2019,18,25,8,0,625
7061,Air India,Banglore,Delhi,0,No info,6121,1,5,2019,16,10,13,20,170
9154,Jet Airways,Banglore,New Delhi,1,No info,17261,6,3,2019,9,30,22,50,640
2256,Multiple carriers,Delhi,Cochin,1,No info,14067,21,5,2019,1,30,15,0,630
7382,SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965,27,6,2019,0,15,22,45,90
2212,Multiple carriers,Delhi,Cochin,1,No info,13941,9,3,2019,19,45,6,0,825
2622,GoAir,Kolkata,Banglore,1,No info,7335,18,5,2019,7,45,23,30,495
5848,IndiGo,Banglore,Delhi,0,No info,4823,3,6,2019,21,50,18,55,175
3624,Air India,Kolkata,Banglore,1,No info,8366,21,5,2019,21,50,9,25,745
7074,IndiGo,Delhi,Cochin,1,No info,6628,12,6,2019,1,30,9,15,975
4267,IndiGo,Delhi,Cochin,1,No info,6093,27,6,2019,21,0,7,30,810
9406,IndiGo,Delhi,Cochin,1,No info,11532,9,3,2019,8,30,2,35,355
463,IndiGo,Banglore,New Delhi,0,No info,7648,9,3,2019,8,45,6,0,165
1754,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,11841,9,6,2019,10,5,21,10,775
9509,Jet Airways,Banglore,Delhi,0,No info,8016,15,6,2019,11,20,8,20,180
4850,Jet Airways,Delhi,Cochin,1,No info,15554,9,5,2019,19,0,11,30,450
4441,Air India,Mumbai,Hyderabad,0,No info,3100,9,5,2019,22,25,21,5,80
378,Air India,Kolkata,Banglore,2,No info,13349,24,3,2019,5,35,9,25,1210
3106,IndiGo,Delhi,Cochin,1,No info,6442,24,6,2019,16,10,7,35,515
1335,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,21,4,2019,8,45,6,0,165
10142,Air India,Kolkata,Banglore,0,No info,4145,21,5,2019,23,20,20,45,155
2716,SpiceJet,Chennai,Kolkata,0,No info,7298,3,3,2019,20,5,17,45,140
7953,SpiceJet,Kolkata,Banglore,1,No info,8224,6,6,2019,21,25,15,55,330
4807,Air India,Kolkata,Banglore,1,No info,10493,24,3,2019,18,30,9,25,545
5340,Air India,Kolkata,Banglore,0,No info,6245,21,4,2019,16,45,14,15,150
9612,Multiple carriers,Delhi,Cochin,1,No info,11789,12,6,2019,12,35,6,0,395
1811,IndiGo,Banglore,Delhi,0,No info,4823,27,6,2019,21,20,18,25,175
1894,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,6,4,2019,8,45,6,0,165
9489,Air India,Delhi,Cochin,0,No info,6094,12,5,2019,8,0,5,10,170
8371,Jet Airways,Delhi,Cochin,1,In-flight meal not included,5406,6,4,2019,19,0,7,5,715
1189,Jet Airways,Kolkata,Banglore,1,No info,14151,18,5,2019,9,45,9,35,1450
6867,Jet Airways,Delhi,Cochin,2,In-flight meal not included,13029,21,5,2019,12,35,19,30,1025
4412,Jet Airways,Mumbai,Hyderabad,0,No info,5678,24,3,2019,11,50,10,20,90
3454,Multiple carriers,Delhi,Cochin,1,No info,10197,18,5,2019,19,0,8,0,660
5836,IndiGo,Chennai,Kolkata,0,No info,6297,12,3,2019,0,30,22,5,145
4404,IndiGo,Banglore,Delhi,0,No info,3943,9,5,2019,13,0,10,10,170
7652,Air India,Kolkata,Banglore,2,No info,14960,15,5,2019,23,15,9,50,805
6237,Air India,Banglore,Delhi,0,No info,7171,9,6,2019,19,45,17,0,165
8765,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,12,6,2019,19,0,9,40,560
3992,Jet Airways,Banglore,Delhi,0,No info,7229,3,4,2019,22,0,18,55,185
7928,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,21,5,2019,19,50,14,5,345
1030,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,2228,15,5,2019,21,5,19,35,90
5118,SpiceJet,Banglore,New Delhi,0,No info,6205,9,3,2019,12,30,9,35,175
7820,Air India,Banglore,Delhi,0,No info,4441,9,4,2019,23,55,21,5,170
3774,IndiGo,Kolkata,Banglore,0,No info,4804,9,5,2019,19,50,17,15,155
10301,GoAir,Banglore,New Delhi,0,No info,6113,15,3,2019,14,35,11,40,175
8067,Multiple carriers,Delhi,Cochin,1,No info,6953,27,3,2019,19,15,12,50,385
1755,Multiple carriers,Delhi,Cochin,1,No info,19332,9,3,2019,19,15,8,0,675
6909,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,6,6,2019,9,30,6,55,155
7204,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,15,6,2019,12,35,19,45,1010
110,Jet Airways,Banglore,New Delhi,1,No info,13555,18,3,2019,5,5,14,5,900
7749,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,27,5,2019,4,25,10,0,1105
7398,IndiGo,Banglore,New Delhi,0,No info,4238,24,3,2019,4,15,1,30,165
2917,Air India,Kolkata,Banglore,1,No info,10203,9,6,2019,20,25,20,30,1435
1515,Multiple carriers,Delhi,Cochin,1,No info,10877,27,6,2019,19,0,7,30,690
9885,Jet Airways,Kolkata,Banglore,1,No info,14781,15,5,2019,18,15,8,25,590
9645,Air India,Banglore,Delhi,0,No info,4651,6,4,2019,19,45,17,0,165
9483,IndiGo,Delhi,Cochin,1,No info,8784,21,3,2019,21,0,7,30,810
8803,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,24,5,2019,19,50,14,5,345
2263,Air India,Banglore,New Delhi,1,No info,11392,3,3,2019,8,45,0,30,495
4618,Air India,Kolkata,Banglore,2,No info,11668,9,6,2019,1,20,9,25,955
8887,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,2019,4,25,19,45,520
8020,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,27,4,2019,22,0,18,55,185
893,Air Asia,Kolkata,Banglore,1,No info,5162,15,5,2019,10,30,6,50,220
1490,Multiple carriers,Delhi,Cochin,1,No info,6076,27,3,2019,16,10,7,5,545
1850,IndiGo,Delhi,Cochin,1,No info,5894,12,6,2019,21,0,4,55,965
324,Jet Airways,Kolkata,Banglore,1,No info,14781,1,5,2019,20,45,8,25,740
1215,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,6,6,2019,19,0,2,15,1005
2933,Jet Airways,Kolkata,Banglore,1,No info,12681,1,4,2019,20,45,8,25,740
7361,Jet Airways,Kolkata,Banglore,1,No info,13759,24,3,2019,20,40,21,10,1410
6953,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,6,4,2019,19,40,17,10,150
8985,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,12,3,2019,10,45,22,55,710
6805,SpiceJet,Banglore,Delhi,0,No info,4423,15,4,2019,12,20,9,30,170
10175,Multiple carriers,Delhi,Cochin,1,No info,13259,3,6,2019,19,0,6,0,780
1129,IndiGo,Kolkata,Banglore,0,No info,4148,15,3,2019,12,20,9,35,165
5282,Air India,Delhi,Cochin,2,No info,10651,15,5,2019,7,40,12,0,1180
2918,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,12,3,2019,20,20,18,55,1525
3084,IndiGo,Kolkata,Banglore,1,No info,6762,24,3,2019,20,15,15,10,305
4304,IndiGo,Kolkata,Banglore,0,No info,5224,27,5,2019,16,55,14,25,150
2795,Jet Airways,Delhi,Cochin,2,No info,16704,27,5,2019,4,25,13,25,900
4382,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,1,4,2019,22,35,16,30,365
798,Air India,Delhi,Cochin,2,No info,9400,3,3,2019,9,25,7,5,1580
734,IndiGo,Kolkata,Banglore,1,No info,5069,9,5,2019,13,0,8,10,290
4706,Air Asia,Kolkata,Banglore,0,No info,3807,18,6,2019,22,25,19,55,150
2244,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8066,6,5,2019,9,45,9,35,1450
178,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,6,5,2019,10,5,14,5,1200
6434,IndiGo,Mumbai,Hyderabad,0,No info,2227,18,6,2019,21,40,20,5,95
7719,IndiGo,Banglore,New Delhi,0,No info,10067,1,3,2019,11,30,8,30,180
1174,IndiGo,Kolkata,Banglore,1,No info,6704,18,5,2019,23,30,18,5,325
6452,IndiGo,Kolkata,Banglore,0,No info,4804,18,5,2019,18,5,15,30,155
1831,IndiGo,Kolkata,Banglore,1,No info,4150,24,3,2019,9,50,4,15,335
8473,Multiple carriers,Delhi,Cochin,1,No info,9794,15,5,2019,12,35,6,0,395
4738,IndiGo,Delhi,Cochin,1,No info,6171,6,3,2019,16,10,4,55,675
8418,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,15,5,2019,16,20,6,30,590
8003,IndiGo,Chennai,Kolkata,0,No info,4326,24,3,2019,7,35,5,15,140
3201,IndiGo,Kolkata,Banglore,0,No info,4804,24,6,2019,18,5,15,30,155
198,Air India,Banglore,New Delhi,0,No info,4441,18,3,2019,16,10,13,20,170
8802,Jet Airways,Delhi,Cochin,1,No info,15554,18,5,2019,19,0,11,30,450
4087,Air India,Delhi,Cochin,1,No info,5117,1,4,2019,9,25,20,40,765
548,GoAir,Banglore,Delhi,0,No info,5048,1,6,2019,10,40,7,45,175
7684,IndiGo,Chennai,Kolkata,0,No info,6297,15,3,2019,15,35,13,20,135
5018,Air India,Delhi,Cochin,2,No info,11911,3,6,2019,7,40,13,20,1100
9676,Multiple carriers,Delhi,Cochin,1,No info,7670,18,5,2019,21,0,6,0,900
2532,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,9,4,2019,8,45,6,0,165
2314,Air India,Mumbai,Hyderabad,0,No info,3100,15,6,2019,15,25,13,55,90
8402,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,24,5,2019,10,35,8,20,135
6045,Jet Airways,Kolkata,Banglore,1,No info,14676,9,6,2019,23,35,17,0,395
66,Vistara,Banglore,Delhi,0,No info,5403,24,4,2019,12,35,9,45,170
3260,Jet Airways,Delhi,Cochin,1,In-flight meal not included,15400,6,3,2019,18,50,11,30,440
2572,Jet Airways,Kolkata,Banglore,1,No info,13941,1,5,2019,8,15,14,5,1090
10357,Air India,Kolkata,Banglore,2,No info,16372,1,5,2019,13,45,16,50,1255
7309,GoAir,Delhi,Cochin,1,No info,7870,12,6,2019,19,35,14,25,310
622,SpiceJet,Banglore,Delhi,0,No info,3971,15,6,2019,0,5,21,10,175
1681,GoAir,Kolkata,Banglore,1,No info,6686,1,5,2019,7,45,23,30,495
787,IndiGo,Chennai,Kolkata,0,No info,3597,15,5,2019,17,5,14,45,140
3332,Air Asia,Kolkata,Banglore,0,No info,4409,1,6,2019,1,20,22,50,150
7701,Jet Airways,Mumbai,Hyderabad,0,No info,5678,27,3,2019,17,20,15,50,90
6902,Multiple carriers,Delhi,Cochin,1,No info,34273,9,5,2019,1,30,12,50,760
3280,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,24,6,2019,19,0,20,55,1325
10143,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10577,9,6,2019,19,0,19,15,1425
6161,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,3,6,2019,19,0,19,45,1395
5860,Air Asia,Banglore,Delhi,0,No info,3383,21,6,2019,2,45,23,55,170
9051,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10577,3,6,2019,19,0,8,0,660
6896,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,1,4,2019,12,0,20,0,960
478,Jet Airways,Banglore,Delhi,0,No info,7229,3,4,2019,11,20,8,20,180
8649,Vistara,Kolkata,Banglore,1,No info,11262,24,3,2019,10,50,7,10,1660
2647,Air India,Delhi,Cochin,2,No info,11071,15,6,2019,19,15,20,0,1395
6969,Air Asia,Banglore,Delhi,0,No info,4483,9,4,2019,2,45,23,55,170
5663,Multiple carriers,Delhi,Cochin,1,No info,8266,21,5,2019,19,15,12,50,385
1033,SpiceJet,Delhi,Cochin,1,No info,5583,24,4,2019,22,5,15,45,380
5170,Air India,Kolkata,Banglore,2,No info,10676,12,5,2019,7,55,12,0,1195
2598,Jet Airways,Kolkata,Banglore,1,No info,13044,12,6,2019,8,15,18,55,800
4562,Jet Airways,Delhi,Cochin,2,In-flight meal not included,8367,21,3,2019,18,50,10,45,485
6346,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,24,6,2019,4,25,10,0,1105
5011,Air India,Banglore,New Delhi,1,No info,6781,3,3,2019,23,10,8,15,895
344,Air India,Delhi,Cochin,2,No info,9968,9,4,2019,19,15,12,55,1820
4477,Jet Airways,Banglore,New Delhi,1,No info,14815,18,3,2019,19,10,11,40,450
1871,Jet Airways,Delhi,Cochin,2,No info,13014,27,6,2019,12,35,9,40,1615
7109,IndiGo,Kolkata,Banglore,0,No info,4174,1,4,2019,18,5,15,30,155
3986,IndiGo,Delhi,Cochin,1,No info,6316,6,6,2019,1,30,16,0,570
10049,IndiGo,Delhi,Cochin,1,No info,5883,6,6,2019,1,30,15,0,630
2888,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,15,5,2019,12,0,6,30,330
220,Air India,Banglore,Delhi,0,No info,5911,12,4,2019,12,45,10,0,165
9619,Multiple carriers,Delhi,Cochin,1,No info,9646,27,6,2019,16,10,7,5,545
9665,IndiGo,Banglore,New Delhi,0,No info,4777,24,3,2019,0,15,21,20,175
4489,SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965,3,6,2019,14,45,13,15,90
4016,Vistara,Kolkata,Banglore,1,No info,8610,1,5,2019,18,50,17,0,1550
4608,Vistara,Banglore,Delhi,0,No info,4668,24,6,2019,9,40,7,0,160
4248,IndiGo,Kolkata,Banglore,0,No info,4804,24,6,2019,12,20,9,35,165
9582,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,27,6,2019,9,30,6,55,155
6572,IndiGo,Delhi,Cochin,1,No info,6442,12,6,2019,22,30,7,35,895
7747,IndiGo,Kolkata,Banglore,0,No info,4804,12,6,2019,7,15,4,40,155
8541,Jet Airways,Delhi,Cochin,1,No info,15554,9,5,2019,19,0,19,15,1425
7120,Air India,Mumbai,Hyderabad,0,No info,3100,21,3,2019,7,40,6,20,80
4241,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030,21,5,2019,8,45,6,0,165
7534,Air India,Banglore,Delhi,0,No info,5228,9,6,2019,23,55,21,5,170
9518,SpiceJet,Banglore,Delhi,0,No info,4423,15,6,2019,8,35,5,55,160
6074,Air India,Delhi,Cochin,2,No info,10441,24,5,2019,19,15,22,0,1275
2881,Jet Airways,Kolkata,Banglore,1,No info,14231,24,3,2019,18,10,16,55,1515
1677,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10919,12,6,2019,4,25,14,35,830
7223,IndiGo,Delhi,Cochin,1,No info,5458,9,6,2019,1,30,20,25,305
901,Air India,Banglore,New Delhi,1,No info,10972,9,3,2019,23,55,11,50,725
7852,Air India,Kolkata,Banglore,2,No info,6117,12,6,2019,4,40,9,10,1170
2296,Air India,Delhi,Cochin,0,No info,5201,27,6,2019,8,0,5,10,170
6886,Air India,Kolkata,Banglore,2,No info,12802,24,5,2019,13,45,9,25,1700
10055,Jet Airways,Delhi,Cochin,0,No info,9564,12,5,2019,14,15,11,0,195
296,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,2019,19,10,7,0,730
9189,GoAir,Banglore,New Delhi,1,No info,7657,15,3,2019,20,15,15,45,270
4153,Vistara,Banglore,Delhi,0,No info,5403,15,4,2019,12,35,9,45,170
4833,Jet Airways,Kolkata,Banglore,1,No info,10953,12,5,2019,23,35,20,25,1630
27,GoAir,Delhi,Cochin,1,No info,7682,15,5,2019,12,55,7,0,355
10344,Jet Airways,Banglore,Delhi,0,In-flight meal not included,5769,12,6,2019,14,5,11,10,175
8518,Vistara,Banglore,Delhi,0,No info,4668,6,6,2019,14,20,11,30,170
7331,Air India,Kolkata,Banglore,2,No info,13007,9,6,2019,5,25,9,25,1200
10061,Air Asia,Banglore,Delhi,0,No info,4483,18,4,2019,2,45,23,55,170
3248,Multiple carriers,Delhi,Cochin,1,No info,9646,15,5,2019,16,10,7,5,545
8310,Jet Airways,Delhi,Cochin,2,No info,12074,27,3,2019,4,25,5,40,1365
5711,Air India,Delhi,Cochin,2,No info,13381,24,6,2019,19,15,20,15,1380
2580,Jet Airways,Delhi,Cochin,1,No info,14714,9,6,2019,4,25,22,50,335
6095,Jet Airways,Mumbai,Hyderabad,0,No info,5678,18,6,2019,4,20,2,55,85
9094,Air India,Delhi,Cochin,1,No info,8907,1,6,2019,23,0,13,30,570
1370,Air India,Kolkata,Banglore,2,No info,14634,12,5,2019,5,25,10,0,1165
10312,IndiGo,Kolkata,Banglore,0,No info,4804,24,6,2019,0,50,22,15,155
7703,Jet Airways,Delhi,Cochin,1,No info,17024,6,3,2019,19,45,22,20,1285
5708,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,1,4,2019,22,35,6,30,965
5202,Jet Airways,Delhi,Cochin,2,In-flight meal not included,13344,9,6,2019,12,35,5,30,425
681,IndiGo,Delhi,Cochin,1,No info,6027,15,5,2019,22,15,17,5,310
3159,Multiple carriers,Delhi,Cochin,1,No info,9103,15,5,2019,19,0,4,55,845
2987,IndiGo,Kolkata,Banglore,0,No info,4148,21,3,2019,0,5,21,25,160
1882,Air India,Delhi,Cochin,2,No info,13591,18,5,2019,19,15,20,15,1380
6438,SpiceJet,Kolkata,Banglore,0,No info,4148,21,3,2019,9,35,6,55,160
